8	síkosodik
8	polgáriasodik
8	özvegyül
8	mohásodik
8	meztelenedik
8	meg+vizesül
8	meg+szegényedik
8	meg+örökül
8	meg+közösül
8	meg+finomodik
8	meg+bőrösödik
8	le+bizonyul
8	kormosodik
8	ki+vékonyodik
8	ki+részesedik
8	ki+pirosul
8	ki+nagyul
8	ki+kátyúsodik
8	ki+csomósodik
8	ki+csinosodik
8	idegenedik
8	hullámosodik
8	honosul
8	hámosodik
8	hájasodik
8	fel+tarajosodik
8	fel+sűrűsödik
8	fel+nyurgul
8	épült-szépül
8	el+szélesedik
8	el+kövesedik
8	el+koszosodik
8	el+ködösödik
8	el+húsosodik
8	el+franciásodik
8	el+bozótosodik
8	édesül
8	ecetesedik
8	cukrosodik
8	combosodik
8	bőrösödik
8	bele+zápul
8	bele+szervesül
8	bele+nehezül
8	bele+mordul
8	bele+mámorosodik
8	bele+keményedik
8	be+lazul
8	be+hámosodik
8	be+gombásodik
8	be+erdősödik
8	át+zsírosodik
8	apósodik
7	zavarosodik
7	vissza+készülődik
7	vissza+igazodik
7	vissza+halványodik
7	tartósul
7	színesül
7	szikesedik
7	szenilisedik
7	súlyosul
7	sportosodik
7	rosszul
7	rá+melegedik
7	pörkösödik
7	ott+üdül
7	össze+ráncosodik
7	neki+vörösödik
7	melegszik
7	meg+vidámul
7	meg+varasodik
7	meg+szalonnásodik
7	meg+öblösödik
7	meg+kukacosodik
7	meg+koszosodik
7	meg+könnyesedik
7	meg+húsosodik
7	meg+halványul
7	meg+combosodik
7	le+silányul
7	le+részegül
7	le+puhul
7	le+lanyhul
7	le+hülyül
7	lázasodik
7	kukul
7	ködösül
7	ködösödik
7	ki+mordul
7	ki+kerekül
7	ki+józanul
7	ki+halványodik
7	ki+gyökeresedik
7	ki+elevenedik
7	ki+combosodik
7	keskenyül
7	ízesedik
7	hűvösül
7	hozzá+melegedik
7	hozzá+édesedik
7	híresül
7	haza+szabadul
7	hárfásodik
7	hamvasodik
7	görcsösödik
7	gazul
7	formásodik
7	feszesedik
7	fel+görbül
7	fel+fényesül
7	fel+bővül
7	fel+bolyhosodik
7	eszesedik
7	el+tanácstalanodik
7	el+szerbesedik
7	el+sűrűsödik
7	el+soványodik
7	el+silányodik
7	el+porosodik
7	el+polgáriasodik
7	el+olaszosodik
7	el+mocskosodik
7	el+kocsonyásodik
7	el+kínaiasodik
7	el+keskenyül
7	el+iszákosodik
7	el+gyorsul
7	el+gazdátlanodik
7	el+fanyarodik
7	elé+magasodik
7	elé+készül
7	el+csorbul
7	el+bunkósodik
7	dühösödik
7	csípősödik
7	csipásodik
7	búbosodik
7	borostásodik
7	be+penészesedik
7	be+lustul
7	be+lészerelmesedik
7	bele+házasodik
7	be+kövesedik
7	be+bőrösödik
7	által+szabadul
7	által+épül
7	alá+simul
7	acélosodik
6	vízkövesedik
6	vissza+szilárdul
6	vissza+puhul
6	végre+szabadul
6	vállasodik
6	újra+kristályosodik
6	újjá+egyesül
6	túrosodik
6	túl+puhul
6	tovább+porosodik
6	tökéletesül
6	tökélesedik
6	testvériesül
6	sántul
6	restül
6	rá+szürkül
